app_id,age,employment_type,annual_income,loan_amount,loan_type,application_date,doc_complete_pct,doc_rework,aml_flag,kyc_days,credit_score,dti_ratio,past_default,risk_category,credit_days,collateral_type,property_value,ltv_ratio,legal_clearance,valuation_days,policy_deviation,fraud_flag,underwriting_days,officer_load,queue_position,reassigned,sanction_status,approved_amount,agreement_signed,insurance_done,agreement_days,disbursed,disbursement_days,total_tat,sla_breach,delay_risk
10134,49,Salaried,996177,4447536,Home,31-01-2024,96,0,0,3,522,0.33,1,High,3,None,0,0,NA,0,0,0,1,9,14,0,Rejected,0,0,0,0,0,0,7,0,Low
10135,25,Salaried,1463179,8000941,Home,07-05-2024,69,3,0,6,752,0.4,0,Low,5,None,0,0,NA,0,0,0,4,19,3,0,Approved,7414676,1,1,1,1,2,19,1,High
10136,54,Self-Employed,1466963,7010344,Business,06-09-2024,80,3,0,4,445,0.49,1,High,4,None,0,0,NA,0,1,0,5,11,14,0,Rejected,0,0,0,0,0,0,14,0,Medium
10137,35,Self-Employed,2374984,7301050,Business,07-10-2024,96,0,0,2,846,0.52,0,Low,1,Property,9197460.102,0.79,Yes,5,1,1,3,19,15,0,Rejected,0,0,0,0,0,0,12,0,Medium
10138,22,Salaried,2094320,5883516,Personal,28-11-2024,79,1,0,4,719,0.3,0,Low,3,Property,7243033.957,0.81,Yes,3,1,0,2,27,4,1,Approved,4708091,1,1,2,1,1,17,0,Medium
10139,30,Salaried,1248713,5091973,Business,05-01-2024,81,1,0,5,839,0.23,0,Low,4,Property,8342984.046,0.61,Yes,4,0,0,3,9,13,0,Approved,4861266,1,1,1,1,1,18,0,High
10140,26,Self-Employed,335545,1490248,Home,28-06-2024,73,3,0,5,803,0.54,0,Low,1,Property,1913490.183,0.78,Yes,5,1,0,5,15,5,0,Approved,1266051,1,1,3,1,1,21,1,High
10141,37,Salaried,1495044,7648463,Personal,03-12-2024,79,1,0,3,652,0.46,0,Medium,2,None,0,0,NA,0,1,0,3,20,20,0,Approved,6227396,1,1,1,1,2,13,0,Medium
10142,42,Self-Employed,853576,3027935,Personal,06-07-2024,94,0,0,2,424,0.21,1,High,1,Property,4109849.986,0.74,No,2,0,0,4,21,10,0,Rejected,0,0,0,0,0,0,11,0,Low
10143,54,Salaried,2042448,7545417,Business,23-11-2024,94,0,0,2,667,0.23,0,Medium,2,Property,11482872.92,0.66,Yes,2,0,0,4,28,8,1,Approved,6123718,1,1,1,1,2,15,0,Medium
10144,29,Self-Employed,2201579,9795237,Home,07-12-2024,71,1,0,2,361,0.27,1,High,3,None,0,0,NA,0,0,0,2,28,9,1,Rejected,0,0,0,0,0,0,9,0,Low
10145,29,Self-Employed,423129,1413269,Business,25-09-2024,64,2,0,3,873,0.34,0,Low,4,Property,2007707.843,0.7,Yes,2,0,0,1,12,17,0,Approved,1131341,1,1,1,1,1,13,0,Medium
10146,24,Salaried,2278724,7875055,Home,19-01-2024,95,0,0,4,604,0.37,0,Medium,3,None,0,0,NA,0,0,0,3,8,17,0,Approved,7360539,1,1,1,1,1,12,0,Medium
10147,36,Salaried,2463313,14596744,Business,26-08-2024,78,2,0,5,817,0.2,0,Low,2,None,0,0,NA,0,0,0,3,28,20,1,Approved,12385582,1,1,2,1,2,16,0,Medium
10148,34,Salaried,1328136,3456162,Business,29-04-2024,94,0,0,3,359,0.58,1,High,1,None,0,0,NA,0,1,0,4,8,7,0,Rejected,0,0,0,0,0,0,8,0,Low
10149,55,Salaried,1298947,4779168,Home,30-12-2024,77,1,0,2,882,0.37,0,Low,3,None,0,0,NA,0,0,0,1,23,4,1,Approved,4306439,1,1,3,1,2,13,0,Medium
10150,26,Salaried,561233,2098972,Home,29-05-2024,76,2,0,6,684,0.33,0,Medium,3,Property,2612826.502,0.8,Yes,6,0,0,1,10,15,0,Approved,1874824,1,1,2,1,1,20,1,High
10151,56,Self-Employed,1802766,10561574,Home,06-06-2024,89,0,0,3,442,0.26,1,High,3,Property,14036463.59,0.75,Yes,3,0,0,2,16,13,0,Rejected,0,0,0,0,0,0,12,0,Medium
10152,54,Salaried,505313,2379384,Business,16-01-2024,85,2,0,4,454,0.52,1,High,2,Property,2872330.867,0.83,Yes,3,1,0,5,16,3,0,Rejected,0,0,0,0,0,0,15,0,Medium
10153,59,Salaried,1385572,7855797,Home,03-02-2024,72,3,0,7,444,0.56,1,High,3,Property,9628204.569,0.82,Yes,3,1,0,5,28,13,1,Rejected,0,0,0,0,0,0,20,1,High
10154,53,Salaried,423657,1495898,Business,30-06-2024,73,1,0,4,502,0.21,1,High,5,Property,2376035.079,0.63,Yes,6,0,0,1,13,13,0,Rejected,0,0,0,0,0,0,17,0,Medium
10155,30,Salaried,2058398,5759050,Personal,18-11-2024,94,0,0,1,717,0.39,0,Low,4,None,0,0,NA,0,0,0,3,17,9,0,Approved,4814353,1,1,2,1,1,12,0,Medium
10156,23,Self-Employed,1478317,3303099,Business,26-10-2024,74,1,0,2,596,0.31,0,High,1,Property,5104659.617,0.65,Yes,5,0,0,2,10,8,0,Rejected,0,0,0,0,0,0,11,0,Low
10157,59,Self-Employed,1633806,8536376,Personal,29-10-2024,61,3,0,6,495,0.43,1,High,2,None,0,0,NA,0,0,0,2,20,2,0,Rejected,0,0,0,0,0,0,12,0,Medium
10158,27,Salaried,535585,1569528,Home,26-09-2024,90,0,0,1,556,0.52,0,High,3,Property,2748664.903,0.57,Yes,4,1,0,3,23,5,1,Rejected,0,0,0,0,0,0,13,0,Medium
10159,29,Self-Employed,1830458,10693965,Business,27-10-2024,66,2,0,5,511,0.49,1,High,4,None,0,0,NA,0,1,0,3,27,18,1,Rejected,0,0,0,0,0,0,14,0,Medium
10160,44,Self-Employed,1236324,5763899,Home,06-06-2024,78,1,0,3,750,0.54,0,Low,5,Property,7546379.311,0.76,Yes,6,1,0,2,20,5,0,Approved,4992883,1,1,1,1,1,20,1,High
10161,44,Self-Employed,1640158,4381763,Home,16-08-2024,60,2,0,4,419,0.34,1,High,1,Property,5384698.049,0.81,Yes,5,1,0,5,20,13,0,Rejected,0,0,0,0,0,0,17,0,Medium
10162,44,Salaried,1874321,4509080,Business,24-03-2024,88,0,0,1,384,0.32,1,High,3,None,0,0,NA,0,0,0,1,15,6,0,Rejected,0,0,0,0,0,0,6,0,Low
10163,46,Salaried,974882,4804160,Personal,22-06-2024,98,0,0,4,791,0.58,0,Low,2,None,0,0,NA,0,1,0,2,15,7,0,Approved,4779561,1,1,2,1,2,13,0,Medium
10164,40,Self-Employed,1547388,4565093,Home,19-10-2024,95,0,0,4,719,0.2,0,Low,1,None,0,0,NA,0,0,0,4,11,4,0,Approved,3675571,1,1,1,1,2,13,0,Medium
10165,27,Self-Employed,2286299,12289031,Business,29-08-2024,91,0,0,3,746,0.27,0,Low,4,None,0,0,NA,0,0,0,1,13,15,0,Approved,10974247,1,1,1,1,2,12,0,Medium
10166,58,Salaried,558534,1454714,Personal,13-02-2024,82,3,0,7,582,0.42,0,High,4,None,0,0,NA,0,0,0,4,23,8,1,Rejected,0,0,0,0,0,0,17,0,Medium
10167,52,Salaried,1553476,3597571,Personal,14-09-2024,96,0,0,2,809,0.27,0,Low,2,Property,6062182.107,0.59,Yes,5,0,0,4,11,5,0,Approved,3478209,1,1,2,1,2,18,0,High
10168,26,Self-Employed,665019,2362411,Business,21-05-2024,93,0,0,4,362,0.51,1,High,5,None,0,0,NA,0,1,0,3,9,19,0,Rejected,0,0,0,0,0,0,12,0,Medium
10169,59,Salaried,720286,4105423,Personal,26-05-2024,94,0,0,3,620,0.35,0,Medium,4,None,0,0,NA,0,0,0,3,17,5,0,Approved,3791969,1,1,3,1,2,16,0,Medium
10170,24,Salaried,1960075,10894678,Business,26-01-2024,90,0,0,3,370,0.34,1,High,3,None,0,0,NA,0,0,0,4,27,4,1,Rejected,0,0,0,0,0,0,12,0,Medium
10171,36,Self-Employed,863653,2765349,Personal,13-06-2024,77,3,0,7,441,0.28,1,High,2,None,0,0,NA,0,0,0,3,6,17,0,Rejected,0,0,0,0,0,0,12,0,Medium
10172,32,Self-Employed,575217,1866287,Personal,10-03-2024,93,0,0,1,555,0.53,0,High,2,Property,2750662.928,0.68,Yes,3,1,0,5,21,13,0,Rejected,0,0,0,0,0,0,13,0,Medium
10173,29,Self-Employed,428191,1270764,Business,31-03-2024,90,0,0,3,614,0.5,0,Medium,1,None,0,0,NA,0,1,1,2,10,19,0,Rejected,0,0,0,0,0,0,7,0,Low
10174,35,Salaried,1228413,5637825,Personal,17-05-2024,86,0,0,1,359,0.39,1,High,2,Property,8798869.87,0.64,No,4,0,0,3,27,9,1,Rejected,0,0,0,0,0,0,12,0,Medium
10175,49,Self-Employed,1879052,10158802,Business,21-04-2024,89,0,0,3,756,0.43,0,Low,1,None,0,0,NA,0,0,0,3,14,4,0,Approved,9105818,1,1,2,1,2,12,0,Medium
10176,42,Self-Employed,1461339,4449174,Personal,06-04-2024,69,3,0,5,763,0.46,0,Low,2,Property,7088603.507,0.63,Yes,4,1,0,5,17,2,0,Approved,4078133,1,1,3,1,1,21,1,High
10177,43,Self-Employed,1232658,5849298,Personal,09-12-2024,82,3,0,6,535,0.32,1,High,4,Property,9619470.834,0.61,Yes,6,0,0,2,26,11,1,Rejected,0,0,0,0,0,0,20,1,High
10178,27,Self-Employed,1232198,4215513,Personal,03-08-2024,81,2,0,5,824,0.54,0,Low,4,Property,7249991.108,0.58,Yes,6,1,0,3,21,4,0,Approved,4103800,1,1,2,1,2,24,1,High
10179,48,Salaried,526752,2888390,Home,12-04-2024,81,2,0,6,534,0.51,1,High,4,None,0,0,NA,0,1,0,3,15,2,0,Rejected,0,0,0,0,0,0,14,0,Medium
10180,22,Salaried,2196048,6794817,Home,07-09-2024,65,1,0,5,763,0.37,0,Low,4,None,0,0,NA,0,0,1,2,28,12,1,Rejected,0,0,0,0,0,0,13,0,Medium
10181,22,Salaried,1651459,8302530,Personal,10-01-2024,60,3,0,5,702,0.32,0,Low,1,None,0,0,NA,0,0,0,3,10,3,0,Approved,8010021,1,1,2,1,2,14,0,Medium
10182,51,Self-Employed,2482247,10885843,Business,17-12-2024,68,2,0,6,542,0.27,1,High,4,Property,14554926.95,0.75,Yes,3,0,0,1,23,17,1,Rejected,0,0,0,0,0,0,16,0,Medium
10183,32,Salaried,816578,2830558,Personal,11-07-2024,100,0,0,3,399,0.44,1,High,1,Property,4506646.23,0.63,No,2,0,0,4,8,18,0,Rejected,0,0,0,0,0,0,10,0,Low
10184,38,Salaried,2289762,11007968,Home,03-06-2024,86,0,0,1,626,0.45,0,Medium,2,None,0,0,NA,0,0,0,1,21,20,0,Approved,9065578,1,1,1,1,1,8,0,Low
10185,53,Salaried,1133184,5026812,Business,02-07-2024,86,0,0,3,858,0.56,0,Low,4,None,0,0,NA,0,1,0,2,26,3,1,Approved,4933192,1,1,3,1,2,16,0,Medium
10186,31,Salaried,677834,3469225,Home,11-05-2024,74,2,0,5,401,0.24,1,High,2,Property,5937055.468,0.58,Yes,4,0,0,1,8,2,0,Rejected,0,0,0,0,0,0,12,0,Medium
10187,22,Self-Employed,880468,4097187,Home,02-07-2024,88,0,0,3,445,0.35,1,High,3,Property,5196458.994,0.79,Yes,5,0,0,4,27,16,1,Rejected,0,0,0,0,0,0,17,0,Medium
10188,48,Salaried,999520,2451049,Personal,22-03-2024,66,2,0,6,798,0.27,0,Low,4,None,0,0,NA,0,0,0,2,20,16,0,Approved,2016202,1,1,2,1,2,18,0,High
10189,24,Salaried,565650,1723225,Business,26-12-2024,93,0,0,2,696,0.41,0,Medium,5,Property,2515406.601,0.69,Yes,5,0,0,4,9,18,0,Approved,1686024,1,1,3,1,1,20,1,High
10190,22,Self-Employed,958201,3854143,Business,25-03-2024,64,2,0,5,634,0.22,0,Medium,2,None,0,0,NA,0,0,0,2,7,15,0,Approved,3425707,1,1,3,1,2,14,0,Medium
10191,27,Self-Employed,2390676,9056532,Home,30-11-2024,61,1,0,5,350,0.53,1,High,5,None,0,0,NA,0,1,0,3,25,15,1,Rejected,0,0,0,0,0,0,15,0,Medium
10192,43,Self-Employed,1823968,9669299,Home,18-06-2024,95,0,0,4,722,0.49,0,Low,1,Property,16008413.79,0.6,Yes,4,1,0,4,22,17,0,Approved,8458490,1,1,1,1,1,17,0,Medium
10193,32,Self-Employed,2365368,6059592,Personal,24-02-2024,76,3,0,5,752,0.29,0,Low,2,None,0,0,NA,0,0,0,4,6,19,0,Approved,4997005,1,1,2,1,2,15,0,Medium
10194,59,Salaried,2414757,6129967,Business,28-09-2024,63,3,0,7,844,0.57,0,Low,2,Property,10042705.3,0.61,Yes,5,1,0,4,21,13,0,Approved,5417253,1,1,3,1,1,24,1,High
10195,39,Self-Employed,1968787,11526015,Business,09-03-2024,68,2,0,5,671,0.48,0,Medium,5,Property,15220488.35,0.76,Yes,4,1,0,3,27,6,1,Approved,10382388,1,1,3,1,2,24,1,High
10196,29,Self-Employed,1777392,7552353,Personal,11-12-2024,94,0,0,3,782,0.52,0,Low,5,Property,9177342.079,0.82,Yes,2,1,0,3,14,9,0,Approved,6263058,1,1,1,1,2,17,0,Medium
10197,35,Salaried,435502,1495831,Business,11-11-2024,95,0,0,2,748,0.3,0,Low,3,Property,2626516.021,0.57,Yes,4,0,0,1,5,9,0,Approved,1257421,1,1,2,1,1,13,0,Medium
10198,45,Self-Employed,1124051,5737816,Home,17-08-2024,71,3,0,4,527,0.49,1,High,1,None,0,0,NA,0,1,0,4,22,9,0,Rejected,0,0,0,0,0,0,11,0,Low
10199,30,Salaried,974984,4227476,Business,18-06-2024,89,0,1,2,680,0.44,0,Medium,5,None,0,0,NA,0,0,0,3,7,11,0,Approved,3826199,1,1,1,1,1,12,0,Medium
10200,54,Self-Employed,968448,3548127,Personal,17-02-2024,82,1,0,3,689,0.34,0,Medium,2,None,0,0,NA,0,0,0,1,8,12,0,Approved,3154758,1,1,3,1,1,10,0,Low
10201,24,Self-Employed,1646107,5803334,Home,11-05-2024,94,0,1,3,879,0.53,0,Low,3,None,0,0,NA,0,1,0,4,25,7,1,Approved,5014443,1,1,1,1,1,14,0,Medium
10202,32,Salaried,330746,1490914,Home,16-12-2024,87,0,0,1,795,0.46,0,Low,1,Property,1810344.96,0.82,Yes,2,1,0,2,10,9,0,Approved,1359142,1,1,3,1,1,11,0,Low
10203,38,Self-Employed,2009735,7138840,Personal,09-08-2024,80,1,0,5,897,0.2,0,Low,5,Property,11804617.05,0.6,Yes,2,0,0,1,14,10,0,Approved,6577107,1,1,2,1,2,18,0,High
10204,46,Self-Employed,1957225,10350763,Home,21-03-2024,94,0,0,2,750,0.52,0,Low,5,None,0,0,NA,0,1,0,3,14,12,0,Approved,10262557,1,1,1,1,1,13,0,Medium
10205,29,Self-Employed,475209,959978,Personal,02-10-2024,95,0,0,1,702,0.28,0,Low,5,Property,1244681.185,0.77,Yes,4,0,0,2,26,19,1,Approved,931610,1,1,3,1,2,19,1,High
10206,57,Self-Employed,606790,1919040,Home,20-02-2024,72,3,0,7,715,0.25,0,Low,2,Property,2631161.751,0.73,No,3,0,0,4,15,20,0,Approved,1788323,1,1,3,1,1,21,1,High
10207,58,Salaried,1828796,9566064,Business,03-01-2024,80,1,0,3,796,0.31,0,Low,3,Property,15379821.3,0.62,Yes,5,0,0,3,29,10,1,Approved,8584531,1,1,1,1,1,18,0,High
10208,60,Salaried,643822,3455503,Home,14-05-2024,100,0,0,1,369,0.54,1,High,1,None,0,0,NA,0,1,0,3,6,18,0,Rejected,0,0,0,0,0,0,5,0,Low
10209,38,Self-Employed,2280147,10524320,Home,19-07-2024,74,3,0,6,863,0.4,0,Low,4,None,0,0,NA,0,0,0,2,30,20,1,Approved,9859523,1,1,3,1,1,19,1,High
10210,50,Salaried,967827,2629180,Personal,04-09-2024,82,1,0,3,587,0.23,0,High,3,Property,3222546.658,0.82,Yes,4,1,0,5,6,2,0,Rejected,0,0,0,0,0,0,15,0,Medium
10211,42,Self-Employed,732957,3529147,Personal,14-05-2024,97,0,0,2,737,0.35,0,Low,1,None,0,0,NA,0,0,0,2,21,13,0,Approved,3072403,1,1,2,1,2,11,0,Low
10212,52,Self-Employed,327672,1313095,Home,25-03-2024,74,1,0,4,541,0.26,1,High,5,Property,2096573.86,0.63,Yes,4,0,0,4,26,16,1,Rejected,0,0,0,0,0,0,19,1,High
10213,52,Self-Employed,1183756,5164921,Personal,12-01-2024,75,1,0,3,514,0.25,1,High,5,Property,8958444.96,0.58,Yes,3,0,0,2,21,13,0,Rejected,0,0,0,0,0,0,15,0,Medium
10214,60,Self-Employed,378098,2084845,Personal,13-02-2024,73,2,0,6,524,0.29,1,High,4,Property,3495804.805,0.6,Yes,3,0,0,3,10,11,0,Rejected,0,0,0,0,0,0,17,0,Medium
10215,51,Salaried,588748,1718705,Business,25-02-2024,61,1,0,5,448,0.27,1,High,5,Property,2967604.708,0.58,Yes,2,0,0,2,24,18,1,Rejected,0,0,0,0,0,0,16,0,Medium
10216,22,Salaried,2109828,8625350,Business,23-12-2024,93,0,0,4,843,0.52,0,Low,4,None,0,0,NA,0,1,0,2,18,5,0,Approved,7339341,1,1,1,1,1,13,0,Medium
10217,40,Salaried,2013988,6104840,Home,22-10-2024,93,0,0,1,734,0.46,0,Low,3,None,0,0,NA,0,1,0,3,18,19,0,Approved,5193549,1,1,3,1,2,13,0,Medium
10218,58,Self-Employed,1833622,8155075,Personal,14-04-2024,86,0,0,4,845,0.3,0,Low,3,None,0,0,NA,0,0,0,4,28,5,1,Approved,7918576,1,1,3,1,1,17,0,Medium
10219,36,Salaried,2173154,11153576,Home,19-04-2024,92,0,0,4,403,0.26,1,High,1,Property,18893636.64,0.59,Yes,6,0,0,1,13,8,0,Rejected,0,0,0,0,0,0,13,0,Medium
10220,45,Self-Employed,635710,2820082,Personal,24-07-2024,99,0,0,3,408,0.58,1,High,2,None,0,0,NA,0,1,0,3,26,17,1,Rejected,0,0,0,0,0,0,10,0,Low
10221,40,Salaried,1116826,2383795,Personal,10-11-2024,70,3,0,4,350,0.59,1,High,1,None,0,0,NA,0,1,0,4,26,13,1,Rejected,0,0,0,0,0,0,11,0,Low
10222,47,Salaried,1140162,4641566,Personal,16-02-2024,95,0,0,3,706,0.34,0,Low,3,Property,7258564.667,0.64,Yes,5,0,0,3,10,14,0,Approved,4183200,1,1,3,1,1,19,1,High
10223,54,Self-Employed,1534181,5154638,Home,02-10-2024,96,0,0,3,736,0.43,0,Low,2,None,0,0,NA,0,0,0,4,26,15,1,Approved,5047961,1,1,1,1,2,14,0,Medium
10224,29,Salaried,1381374,3136018,Personal,12-12-2024,74,2,0,6,878,0.41,0,Low,3,Property,4303788.782,0.73,Yes,4,0,0,2,20,11,0,Approved,2730554,1,1,3,1,2,22,1,High
10225,33,Salaried,1097620,4386086,Home,03-05-2024,76,1,0,3,605,0.53,0,Medium,3,Property,7313197.899,0.6,Yes,2,1,0,5,24,1,1,Approved,4179276,1,1,3,1,1,19,1,High
10226,52,Self-Employed,1856911,8323919,Business,08-09-2024,71,3,0,6,481,0.22,1,High,4,None,0,0,NA,0,0,0,1,21,12,0,Rejected,0,0,0,0,0,0,13,0,Medium
10227,47,Self-Employed,1033165,3955765,Home,10-06-2024,60,1,0,3,453,0.33,1,High,5,None,0,0,NA,0,0,0,3,12,9,0,Rejected,0,0,0,0,0,0,12,0,Medium
10228,52,Self-Employed,1739050,6023541,Business,17-04-2024,86,0,0,3,760,0.31,0,Low,2,Property,10767461.86,0.56,Yes,2,0,0,2,22,14,0,Approved,5850434,1,1,1,1,1,13,0,Medium
10229,31,Self-Employed,2283851,11927807,Home,12-09-2024,68,3,0,6,657,0.3,0,Medium,5,Property,17164605,0.69,Yes,2,0,0,3,20,4,0,Approved,10615401,1,1,2,1,2,22,1,High
10230,45,Self-Employed,1811235,7682172,Business,11-01-2024,86,0,0,1,553,0.43,0,High,5,Property,13732834.12,0.56,Yes,4,0,0,4,29,15,1,Rejected,0,0,0,0,0,0,16,0,Medium
10231,27,Salaried,1898327,8456392,Business,26-03-2024,100,0,0,3,764,0.54,0,Low,1,Property,10969629.11,0.77,Yes,4,1,0,4,24,13,1,Approved,7223869,1,1,2,1,2,18,0,High
10232,59,Salaried,2484962,14567106,Business,04-04-2024,61,1,0,3,431,0.28,1,High,4,Property,18315691.89,0.8,Yes,5,0,0,1,29,13,1,Rejected,0,0,0,0,0,0,15,0,Medium
10233,55,Salaried,649180,1568232,Personal,13-02-2024,84,2,0,4,640,0.38,0,Medium,2,Property,2377510.914,0.66,Yes,2,0,0,3,20,15,0,Approved,1560385,1,1,3,1,2,18,0,High
10234,57,Salaried,2165814,5502163,Personal,29-10-2024,98,0,0,4,795,0.41,0,Low,5,None,0,0,NA,0,0,0,4,22,8,0,Approved,5287257,1,1,2,1,2,19,1,High
10235,45,Salaried,2028908,6166314,Business,01-01-2024,93,0,0,2,830,0.41,0,Low,4,None,0,0,NA,0,0,0,4,30,10,1,Approved,5669313,1,1,1,1,2,16,0,Medium
10236,34,Self-Employed,2026945,11206265,Business,07-05-2024,70,3,0,7,575,0.31,0,High,4,Property,16921079.55,0.66,Yes,6,0,0,3,14,18,0,Rejected,0,0,0,0,0,0,21,1,High
10237,39,Salaried,2031844,5591639,Home,10-03-2024,78,1,0,5,628,0.48,0,Medium,4,Property,7785721.169,0.72,Yes,6,1,1,2,14,9,0,Rejected,0,0,0,0,0,0,18,0,High
10238,30,Salaried,2138852,10498401,Home,18-03-2024,60,2,0,4,669,0.51,0,Medium,4,None,0,0,NA,0,1,0,2,15,3,0,Approved,10169898,1,1,1,1,1,13,0,Medium
10239,39,Salaried,1945936,4447512,Business,08-04-2024,76,2,0,3,604,0.35,0,Medium,4,Property,7305356.046,0.61,No,5,0,0,1,21,7,0,Approved,3978589,1,1,3,1,2,20,1,High
10240,42,Salaried,965264,4359766,Home,09-05-2024,90,0,0,3,403,0.55,1,High,2,Property,5848972.702,0.75,Yes,2,1,0,4,23,4,1,Rejected,0,0,0,0,0,0,13,0,Medium
10241,47,Self-Employed,1319590,2686314,Home,18-12-2024,98,0,0,2,441,0.3,1,High,4,Property,4329174.42,0.62,Yes,2,0,0,2,27,18,1,Rejected,0,0,0,0,0,0,12,0,Medium
10242,28,Self-Employed,827758,3270779,Business,12-08-2024,72,1,0,5,487,0.3,1,High,1,None,0,0,NA,0,0,0,3,22,16,0,Rejected,0,0,0,0,0,0,11,0,Low
10243,34,Self-Employed,1082769,4519999,Business,20-05-2024,98,0,0,2,508,0.38,1,High,3,None,0,0,NA,0,0,0,4,28,6,1,Rejected,0,0,0,0,0,0,11,0,Low
10244,23,Self-Employed,1827042,9325343,Home,02-02-2024,94,0,0,4,859,0.51,0,Low,2,None,0,0,NA,0,1,0,4,8,4,0,Approved,8436079,1,1,1,1,1,12,0,Medium
10245,30,Salaried,1049265,5764631,Home,05-09-2024,72,1,0,2,747,0.46,0,Low,5,None,0,0,NA,0,1,0,3,24,3,1,Approved,4626792,1,1,1,1,2,15,0,Medium
10246,27,Self-Employed,2263182,11777779,Home,12-10-2024,86,0,0,3,409,0.53,1,High,3,Property,19322391.06,0.61,Yes,2,1,0,2,8,8,0,Rejected,0,0,0,0,0,0,10,0,Low
10247,56,Salaried,1916195,5284562,Personal,18-10-2024,100,0,0,2,775,0.5,0,Low,5,None,0,0,NA,0,1,0,5,8,6,0,Approved,5065212,1,1,3,1,2,17,0,Medium
10248,54,Self-Employed,1715631,7943590,Personal,29-06-2024,80,3,0,6,772,0.51,0,Low,4,None,0,0,NA,0,1,0,3,17,18,0,Approved,7826258,1,1,2,1,2,18,0,High
10249,50,Salaried,2176950,12711859,Home,25-05-2024,98,0,0,1,659,0.2,0,Medium,2,Property,21780909.24,0.58,No,4,0,0,2,8,2,0,Approved,11339918,1,1,1,1,1,11,0,Low
10250,38,Salaried,1839657,10225736,Home,11-05-2024,79,1,0,5,572,0.49,0,High,3,None,0,0,NA,0,1,0,2,24,10,1,Rejected,0,0,0,0,0,0,12,0,Medium
10251,24,Self-Employed,1900320,4397168,Home,27-06-2024,87,0,0,4,473,0.55,1,High,2,Property,6948986.451,0.63,Yes,2,1,0,2,15,18,0,Rejected,0,0,0,0,0,0,11,0,Low
10252,58,Salaried,927384,3067161,Personal,19-03-2024,63,3,0,7,866,0.24,0,Low,4,None,0,0,NA,0,0,0,2,9,11,0,Approved,2504364,1,1,3,1,1,17,0,Medium
10253,57,Self-Employed,1974329,6022161,Business,23-12-2024,68,1,0,5,849,0.36,0,Low,5,Property,9254258.217,0.65,Yes,6,0,0,1,13,14,0,Approved,5207256,1,1,3,1,1,22,1,High
10254,29,Salaried,2034688,7516467,Business,13-06-2024,82,3,0,4,523,0.6,1,High,5,None,0,0,NA,0,1,0,5,6,8,0,Rejected,0,0,0,0,0,0,14,0,Medium
10255,34,Salaried,1867918,4901351,Personal,27-02-2024,63,1,0,3,644,0.21,0,Medium,1,None,0,0,NA,0,0,0,1,15,7,0,Approved,4646493,1,1,1,1,1,8,0,Low
10256,56,Self-Employed,2494736,12477224,Personal,14-11-2024,69,3,0,4,889,0.22,0,Low,2,Property,17098889.14,0.73,Yes,6,0,0,4,25,1,1,Approved,10147970,1,1,3,1,2,23,1,High
10257,45,Self-Employed,752529,1562485,Personal,28-04-2024,84,3,0,4,846,0.55,0,Low,5,Property,2049746.623,0.76,Yes,5,1,0,2,6,8,0,Approved,1538194,1,1,2,1,2,20,1,High
10258,53,Self-Employed,1950038,9706436,Home,16-12-2024,82,2,0,5,863,0.31,0,Low,1,None,0,0,NA,0,0,0,1,22,9,0,Approved,8203069,1,1,2,1,2,13,0,Medium
10259,30,Salaried,668238,3287436,Personal,01-08-2024,75,3,0,5,669,0.56,0,Medium,3,None,0,0,NA,0,1,0,3,25,5,1,Approved,3011969,1,1,3,1,1,17,0,Medium
10260,30,Salaried,1596033,7587745,Personal,08-08-2024,69,3,0,5,895,0.58,0,Low,1,Property,10551203.71,0.72,Yes,2,1,0,5,18,10,0,Approved,6742477,1,1,3,1,2,19,1,High
10261,31,Salaried,1088250,2641276,Home,09-11-2024,99,0,0,3,586,0.44,0,High,2,Property,3738876.204,0.71,Yes,5,0,0,4,27,12,1,Rejected,0,0,0,0,0,0,16,0,Medium
10262,33,Salaried,1925126,7634630,Home,08-04-2024,74,1,0,5,365,0.57,1,High,4,Property,12562172.87,0.61,Yes,3,1,0,5,24,16,1,Rejected,0,0,0,0,0,0,19,1,High
10263,42,Self-Employed,2219082,12316676,Business,22-01-2024,98,0,0,4,753,0.44,0,Low,5,Property,18627610.9,0.66,Yes,2,0,0,2,21,18,0,Approved,10827863,1,1,3,1,1,19,1,High
10264,57,Salaried,1924864,7823622,Personal,07-04-2024,78,2,0,6,642,0.38,0,Medium,4,None,0,0,NA,0,0,0,1,27,17,1,Approved,7672900,1,1,2,1,2,17,0,Medium
10265,27,Salaried,2399910,5886226,Personal,20-07-2024,86,0,0,3,533,0.38,1,High,2,None,0,0,NA,0,0,0,3,27,6,1,Rejected,0,0,0,0,0,0,10,0,Low
10266,29,Self-Employed,682483,1676628,Business,13-02-2024,93,0,0,4,873,0.44,0,Low,2,None,0,0,NA,0,0,0,1,29,6,1,Approved,1647204,1,1,3,1,1,13,0,Medium
10267,32,Salaried,906527,2461644,Personal,02-08-2024,79,2,0,6,535,0.25,1,High,2,Property,2959190.843,0.83,Yes,2,1,0,5,22,1,0,Rejected,0,0,0,0,0,0,17,0,Medium
10268,60,Self-Employed,2369749,6994345,Personal,20-08-2024,86,0,0,4,356,0.3,1,High,5,None,0,0,NA,0,0,0,2,6,6,0,Rejected,0,0,0,0,0,0,11,0,Low
